retrodb_id	organism_name	parental_accession	potential_parentals	chromosome	start	end	strand	status	external_id	inside_intron_of	aliases	percent_identity	
retro_hsap_4060	homo_sapiens	ENSG00000186522		8	57389388	57390546	-	KNOWN_PSEUDOGENE	ENSG00000253541	ENSG00000254254		90.16	
retro_hsap_4061	homo_sapiens	ENSG00000161970		8	59025766	59026178	-	KNOWN_PSEUDOGENE	ENSG00000242595	ENSG00000169122		71.01	
retro_hsap_4062	homo_sapiens	ENSG00000179295		8	59337259	59338248	-	KNOWN_PSEUDOGENE	ENSG00000250031	ENSG00000215114		83.99	
retro_hsap_4063	homo_sapiens	ENSG00000136159		8	60470084	60470444	-	KNOWN_PSEUDOGENE	ENSG00000254150			75.61	
retro_hsap_4064	homo_sapiens	ENSG00000132780		8	61850265	61852430	-	KNOWN_PSEUDOGENE	ENSG00000255397	ENSG00000254777		91.06	
retro_hsap_4065	homo_sapiens	ENSG00000106392		8	62822355	62823326	-	KNOWN_PSEUDOGENE	ENSG00000253544	ENSG00000254119		60.24	
retro_hsap_4066	homo_sapiens	ENSG00000196419		8	63767868	63768861	-	KNOWN_PSEUDOGENE	ENSG00000253517	ENSG00000185942		80.94	
retro_hsap_4067	homo_sapiens	ENSG00000189043		8	65466792	65467032	-	KNOWN_PSEUDOGENE	ENSG00000253750			78.75	
retro_hsap_4068	homo_sapiens	ENSG00000164611		8	67679634	67680240	-	KNOWN_PSEUDOGENE	ENSG00000213005	ENSG00000270024	PTTG3P, PTTG3, rcPTTG1	89.6	
retro_hsap_4069	homo_sapiens	ENSG00000265228	ENSG00000117360	8	67896858	67898412	-	KNOWN_PSEUDOGENE	ENSG00000253223	ENSG00000178125		81.45	
retro_hsap_4070	homo_sapiens	ENSG00000071082		8	69205771	69205987	-	KNOWN_PSEUDOGENE	ENSG00000253964			75	
retro_hsap_4071	homo_sapiens	ENSG00000134419		8	69437754	69438141	-	KNOWN_PSEUDOGENE	ENSG00000236191	ENSG00000165084		81.54	
retro_hsap_4072	homo_sapiens	ENSG00000156735		8	70772026	70772775	-	KNOWN_PSEUDOGENE	ENSG00000255107			88.89	
retro_hsap_4073	homo_sapiens	ENSG00000164032		8	71016030	71016414	-	KNOWN_PSEUDOGENE	ENSG00000253173			92.97	
retro_hsap_4074	homo_sapiens	ENSG00000167526		8	71418501	71418968	-	KNOWN_PSEUDOGENE	ENSG00000241105			75.8	
retro_hsap_4075	homo_sapiens	ENSG00000152240		8	73530962	73531616	-	KNOWN_PSEUDOGENE	ENSG00000253226	ENSG00000182674		76.58	
retro_hsap_4076	homo_sapiens	ENSG00000122378		8	74189596	74190281	-	KNOWN_PSEUDOGENE	ENSG00000254213			84.12	
retro_hsap_4077	homo_sapiens	ENSG00000197111		8	75515525	75516479	-	KNOWN_PSEUDOGENE	ENSG00000253341	ENSG00000254349		94.03	
retro_hsap_4078	homo_sapiens	ENSG00000143436		8	77515479	77516087	-	KNOWN_PSEUDOGENE	ENSG00000254305	ENSG00000253661		78.43	
retro_hsap_4079	homo_sapiens	ENSG00000181061		8	77925989	77926288	-	KNOWN_PSEUDOGENE	ENSG00000253952			78.22	
retro_hsap_4080	homo_sapiens	ENSG00000137492		8	79672379	79674649	-	KNOWN_PSEUDOGENE	ENSG00000253919	ENSG00000104432		96.04	
retro_hsap_4081	homo_sapiens	ENSG00000100316		8	80483391	80484569	-	KNOWN_PSEUDOGENE	ENSG00000240540			85.32	
retro_hsap_4082	homo_sapiens	ENSG00000145247		8	81480281	81480741	-	KNOWN_PSEUDOGENE	ENSG00000253760			76.92	
retro_hsap_4083	homo_sapiens	ENSG00000167996		8	82433917	82434465	-	KNOWN_PSEUDOGENE	ENSG00000237264			92.39	
retro_hsap_4084	homo_sapiens	ENSG00000135486		8	83203861	83204614	-	KNOWN_PSEUDOGENE	ENSG00000206228			96.41	
retro_hsap_4085	homo_sapiens	ENSG00000100522		8	85740810	85741209	-	KNOWN_PSEUDOGENE	ENSG00000248978	ENSG00000184672		66.19	
retro_hsap_4086	homo_sapiens	ENSG00000132465		8	85892472	85892782	-	KNOWN_PSEUDOGENE	ENSG00000253655			65.38	
retro_hsap_4087	homo_sapiens	ENSG00000100253		8	87605976	87606813	-	KNOWN_PSEUDOGENE	ENSG00000253292	ENSG00000170289		67.94	
retro_hsap_4088	homo_sapiens	ENSG00000009844		8	88588025	88588734	-	KNOWN_PSEUDOGENE	ENSG00000253401	ENSG00000176571		63.49	
retro_hsap_4089	homo_sapiens	ENSG00000126267		8	90835769	90836028	-	KNOWN_PSEUDOGENE	ENSG00000253349			51.72	
retro_hsap_4090	homo_sapiens	ENSG00000205352		8	92921963	92922419	-	KNOWN_PSEUDOGENE	ENSG00000271202			72.44	
retro_hsap_4091	homo_sapiens	ENSG00000109475		8	94969568	94969919	-	KNOWN_PSEUDOGENE	ENSG00000240509			89.74	
retro_hsap_4092	homo_sapiens	ENSG00000122026		8	95721170	95721469	-	KNOWN_PSEUDOGENE	ENSG00000253429			67.62	
retro_hsap_4093	homo_sapiens	ENSG00000111640		8	97080959	97081909	-	KNOWN_PSEUDOGENE	ENSG00000183663			68.22	
retro_hsap_4094	homo_sapiens	ENSG00000140988		8	98636433	98637192	-	KNOWN_PSEUDOGENE	ENSG00000213750			84.31	
retro_hsap_4095	homo_sapiens	ENSG00000188612		8	98870276	98870454	-	KNOWN_PSEUDOGENE	ENSG00000253639			59.68	
retro_hsap_4096	homo_sapiens	ENSG00000073792		8	100245615	100246687	-	KNOWN_PSEUDOGENE	ENSG00000236583	ENSG00000132549		84.57	
retro_hsap_4097	homo_sapiens	ENSG00000005302		8	100352535	100353359	-	KNOWN_PSEUDOGENE	ENSG00000237704	ENSG00000132549		72.89	
retro_hsap_4098	homo_sapiens	ENSG00000120686		8	101177451	101177649	-	KNOWN_PSEUDOGENE	ENSG00000253299	ENSG00000104450		83.82	
retro_hsap_4099	homo_sapiens	ENSG00000008988		8	101788742	101789096	-	KNOWN_PSEUDOGENE	ENSG00000242399			67.21	
retro_hsap_4100	homo_sapiens	ENSG00000258873		8	102378642	102379250	-	KNOWN_PSEUDOGENE	ENSG00000254063	ENSG00000228224		76.1	
retro_hsap_4101	homo_sapiens	ENSG00000137876		8	102574232	102574716	-	KNOWN_PSEUDOGENE	ENSG00000253153	ENSG00000083307		85.98	
retro_hsap_4102	homo_sapiens	ENSG00000115539		8	102884060	102884777	-	NOVEL		ENSG00000104490		87.03	
retro_hsap_4103	homo_sapiens	ENSG00000184900	ENSG00000188612	8	103254265	103254419	-	KNOWN_PSEUDOGENE	ENSG00000253328	ENSG00000246263		69.81	
retro_hsap_4104	homo_sapiens	ENSG00000122406		8	103935657	103936255	-	KNOWN_PSEUDOGENE	ENSG00000244052	ENSG00000253320		84.08	
retro_hsap_4105	homo_sapiens	ENSG00000152944		8	104580906	104581206	-	KNOWN_PSEUDOGENE	ENSG00000254644	ENSG00000176406		82	
retro_hsap_4106	homo_sapiens	ENSG00000125691		8	105993504	105993807	-	KNOWN_PSEUDOGENE	ENSG00000243939	ENSG00000253350		52.38	
retro_hsap_4107	homo_sapiens	ENSG00000197958		8	106749732	106749984	-	KNOWN_PSEUDOGENE	ENSG00000243601	ENSG00000169946		66.28	
retro_hsap_4108	homo_sapiens	ENSG00000158710		8	107709703	107710268	-	KNOWN_PSEUDOGENE	ENSG00000253676	ENSG00000164830		95.24	
retro_hsap_4109	homo_sapiens	ENSG00000189403		8	108185511	108186037	-	KNOWN_PSEUDOGENE	ENSG00000254146			71.11	
retro_hsap_4110	homo_sapiens	ENSG00000184779	ENSG00000182774	8	109391393	109391774	-	KNOWN_PSEUDOGENE	ENSG00000243287	ENSG00000104408		68.22	
retro_hsap_4111	homo_sapiens	ENSG00000063177		8	110911474	110911994	-	KNOWN_PSEUDOGENE	ENSG00000241385			64.77	
retro_hsap_4112	homo_sapiens	ENSG00000147684		8	111821601	111821985	-	KNOWN_PSEUDOGENE	ENSG00000253994			67.69	
retro_hsap_4113	homo_sapiens	ENSG00000164032		8	112633684	112634023	-	KNOWN_PSEUDOGENE	ENSG00000253156			62.39	
retro_hsap_4114	homo_sapiens	ENSG00000124614		8	118535504	118535965	-	KNOWN_PSEUDOGENE	ENSG00000239917	ENSG00000164758		92.26	
retro_hsap_4115	homo_sapiens	ENSG00000034713		8	119994761	119995114	-	KNOWN_PSEUDOGENE	ENSG00000254247			69.75	
retro_hsap_4116	homo_sapiens	ENSG00000100522		8	122125598	122125989	-	KNOWN_PSEUDOGENE	ENSG00000271219	ENSG00000253619		79.39	
retro_hsap_4117	homo_sapiens	ENSG00000142168		8	126964100	126964538	-	KNOWN_PSEUDOGENE	ENSG00000253651			66	
retro_hsap_4118	homo_sapiens	ENSG00000198242		8	135991072	135991522	-	KNOWN_PSEUDOGENE	ENSG00000244413			57.96	
retro_hsap_4119	homo_sapiens	ENSG00000126698		8	143049454	143049928	-	KNOWN_PSEUDOGENE	ENSG00000254183			81.65	
retro_hsap_4120	homo_sapiens	ENSG00000197728		8	144147337	144147565	-	KNOWN_PSEUDOGENE	ENSG00000243328			85.53	
retro_hsap_4121	homo_sapiens	ENSG00000197958		9	477855	478332	+	KNOWN_PSEUDOGENE	ENSG00000235330	ENSG00000107104		66.46	
retro_hsap_4122	homo_sapiens	ENSG00000137154		9	4633144	4633767	+	KNOWN_PSEUDOGENE	ENSG00000225893	ENSG00000106686		70.09	
retro_hsap_4123	homo_sapiens	ENSG00000071564		9	5110913	5112109	+	KNOWN_PSEUDOGENE	ENSG00000236567	ENSG00000096968		80.3	
retro_hsap_4124	homo_sapiens	ENSG00000198830		9	5311444	5311713	+	KNOWN_PSEUDOGENE	ENSG00000214195			85.71	
retro_hsap_4125	homo_sapiens	ENSG00000140905		9	6276627	6276968	+	KNOWN_PSEUDOGENE	ENSG00000228132			78.45	
retro_hsap_4126	homo_sapiens	ENSG00000198843		9	6278596	6279155	+	KNOWN_PSEUDOGENE	ENSG00000233846			94.68	
retro_hsap_4127	homo_sapiens	ENSG00000198242		9	6639140	6639608	+	KNOWN_PSEUDOGENE	ENSG00000206147	ENSG00000178445		90.51	
retro_hsap_4128	homo_sapiens	ENSG00000196262		9	7597879	7598371	+	KNOWN_PSEUDOGENE	ENSG00000178654			86.75	
retro_hsap_4129	homo_sapiens	ENSG00000105640		9	8713310	8713838	+	KNOWN_PSEUDOGENE	ENSG00000212695	ENSG00000153707		94.89	
retro_hsap_4130	homo_sapiens	ENSG00000112306		9	10532156	10532410	+	KNOWN_PSEUDOGENE	ENSG00000234360	ENSG00000153707		68.6	
retro_hsap_4131	homo_sapiens	ENSG00000105127		9	11011748	11013089	+	KNOWN_PSEUDOGENE	ENSG00000234146			71.15	
retro_hsap_4132	homo_sapiens	ENSG00000050130		9	12287319	12287864	+	KNOWN_PSEUDOGENE	ENSG00000231491			66.13	
retro_hsap_4133	homo_sapiens	ENSG00000100029		9	13986634	13987910	+	KNOWN_PSEUDOGENE	ENSG00000229268			78.6	
retro_hsap_4134	homo_sapiens	ENSG00000167863		9	14068930	14069413	+	KNOWN_PSEUDOGENE	ENSG00000213954			82.61	
retro_hsap_4135	homo_sapiens	ENSG00000260501	ENSG00000148303	9	14204246	14205040	+	KNOWN_PSEUDOGENE	ENSG00000234982	ENSG00000147862		85.77	
retro_hsap_4136	homo_sapiens	ENSG00000164985		9	15055057	15056047	+	KNOWN_PSEUDOGENE	ENSG00000234297			91.32	
retro_hsap_4137	homo_sapiens	ENSG00000147604		9	15361392	15362134	+	KNOWN_PSEUDOGENE	ENSG00000215236			83.6	
retro_hsap_4138	homo_sapiens	ENSG00000198830		9	15588352	15588610	+	KNOWN_PSEUDOGENE	ENSG00000231376	ENSG00000164989		68.89	
retro_hsap_4139	homo_sapiens	ENSG00000162194		9	19705311	19705652	+	KNOWN_PSEUDOGENE	ENSG00000232158	ENSG00000155886		75.65	
retro_hsap_4140	homo_sapiens	ENSG00000205571	ENSG00000262170,ENSG00000172062	9	20331443	20331964	+	KNOWN_PSEUDOGENE	ENSG00000237434			73.86	
retro_hsap_4141	homo_sapiens	ENSG00000260501	ENSG00000148303	9	20532549	20533263	+	KNOWN_PSEUDOGENE	ENSG00000237088	ENSG00000171843		81.25	
retro_hsap_4142	homo_sapiens	ENSG00000088247		9	21695171	21696405	+	KNOWN_PSEUDOGENE	ENSG00000229835			85.3	
retro_hsap_4143	homo_sapiens	ENSG00000169504		9	22747699	22748136	+	KNOWN_PSEUDOGENE	ENSG00000236739	ENSG00000234840		93.2	
retro_hsap_4144	homo_sapiens	ENSG00000147274		9	30689105	30690274	+	KNOWN_PSEUDOGENE	ENSG00000215210			90.03	
retro_hsap_4145	homo_sapiens	ENSG00000111057		9	30773831	30774491	+	KNOWN_PSEUDOGENE	ENSG00000235626			80.63	
retro_hsap_4146	homo_sapiens	ENSG00000087086		9	30935482	30935891	+	KNOWN_PSEUDOGENE	ENSG00000214020			62.59	
retro_hsap_4147	homo_sapiens	ENSG00000169100		9	31253898	31254771	+	KNOWN_PSEUDOGENE	ENSG00000232203			84.51	
retro_hsap_4148	homo_sapiens	ENSG00000163170		9	32926055	32926372	+	KNOWN_PSEUDOGENE	ENSG00000223807			65.14	
retro_hsap_4149	homo_sapiens	ENSG00000130707		9	32945993	32947223	+	KNOWN_PSEUDOGENE	ENSG00000237437			87.68	
retro_hsap_4150	homo_sapiens	ENSG00000182718		9	33624259	33625288	+	KNOWN_PSEUDOGENE	ENSG00000231991		ANXA2P2, ANX2L2, ANX2P2, LPC2B	97.96	
retro_hsap_4151	homo_sapiens	ENSG00000149257		9	34318404	34319647	+	KNOWN_PSEUDOGENE	ENSG00000229207	ENSG00000186638		87.8	
retro_hsap_4152	homo_sapiens	ENSG00000117614		9	35010870	35011260	+	KNOWN_PSEUDOGENE	ENSG00000233148			54.74	
retro_hsap_4153	homo_sapiens	ENSG00000086666		9	35449888	35450351	+	KNOWN_PSEUDOGENE	ENSG00000244213	ENSG00000179766		85.99	
retro_hsap_4154	homo_sapiens	ENSG00000241343	ENSG00000269315	9	35507539	35507874	+	KNOWN_PSEUDOGENE	ENSG00000235619	ENSG00000198853		75.44	
retro_hsap_4155	homo_sapiens	ENSG00000144713		9	37046831	37047236	+	KNOWN_PSEUDOGENE	ENSG00000125385			80.74	
retro_hsap_4156	homo_sapiens	ENSG00000104756		9	37477145	37478311	+	KNOWN_PSEUDOGENE	ENSG00000187988			93.08	
retro_hsap_4157	homo_sapiens	ENSG00000048544		9	37836036	37836393	+	KNOWN_PSEUDOGENE	ENSG00000232454	ENSG00000255872		94.96	
retro_hsap_4158	homo_sapiens	ENSG00000213593		9	37885889	37886384	+	KNOWN_PSEUDOGENE	ENSG00000213839	ENSG00000255872		94.55	
retro_hsap_4159	homo_sapiens	ENSG00000187735		9	38478814	38479344	+	KNOWN_PSEUDOGENE	ENSG00000215165			77.09	
retro_hsap_4160	homo_sapiens	ENSG00000166913		9	38643035	38643767	+	KNOWN_PSEUDOGENE	ENSG00000237557			76.71	
retro_hsap_4161	homo_sapiens	ENSG00000113558		9	39485391	39485721	+	KNOWN_PSEUDOGENE	ENSG00000241536			78.18	
retro_hsap_4162	homo_sapiens	ENSG00000004478		9	39631024	39632392	+	KNOWN_PSEUDOGENE	ENSG00000268819			86.77	
retro_hsap_4163	homo_sapiens	ENSG00000113558		9	40812915	40813245	+	KNOWN_PSEUDOGENE	ENSG00000236931	ENSG00000196409		78.18	
retro_hsap_4164	homo_sapiens	ENSG00000113558		9	41630408	41630738	+	KNOWN_PSEUDOGENE	ENSG00000229707			78.18	
retro_hsap_4165	homo_sapiens	ENSG00000004478		9	41776063	41777431	+	KNOWN_PSEUDOGENE	ENSG00000269692			86.77	
retro_hsap_4166	homo_sapiens	ENSG00000157869		9	41880307	41880638	+	KNOWN_PSEUDOGENE	ENSG00000226108			63.48	
retro_hsap_4167	homo_sapiens	ENSG00000151233		9	42493876	42494806	+	KNOWN_PSEUDOGENE	ENSG00000232433			81.11	
retro_hsap_4168	homo_sapiens	ENSG00000064666		9	43009841	43010744	+	KNOWN_PSEUDOGENE	ENSG00000269788			81.67	
retro_hsap_4169	homo_sapiens	ENSG00000168214		9	43313698	43314499	+	KNOWN_PSEUDOGENE	ENSG00000197805			88.01	
retro_hsap_4170	homo_sapiens	ENSG00000064666		9	43997829	43998730	+	KNOWN_PSEUDOGENE	ENSG00000213816			80.13	
retro_hsap_4171	homo_sapiens	ENSG00000168214		9	44471969	44473412	+	KNOWN_PSEUDOGENE	ENSG00000227924			84.63	
retro_hsap_4172	homo_sapiens	ENSG00000167797		9	45363480	45363804	+	KNOWN_PSEUDOGENE	ENSG00000234299			84.26	
retro_hsap_4173	homo_sapiens	ENSG00000168214		9	46912526	46913970	+	KNOWN_PSEUDOGENE	ENSG00000234217			84.25	
retro_hsap_4174	homo_sapiens	ENSG00000168214		9	65973158	65974601	+	KNOWN_PSEUDOGENE	ENSG00000237086			85.25	
retro_hsap_4175	homo_sapiens	ENSG00000064666		9	66345260	66346165	+	KNOWN_PSEUDOGENE	ENSG00000233414			76.43	
retro_hsap_4176	homo_sapiens	ENSG00000167797		9	66500641	66500965	+	KNOWN_PSEUDOGENE	ENSG00000237451			85.19	
retro_hsap_4177	homo_sapiens	ENSG00000151233		9	69501280	69502207	+	KNOWN_PSEUDOGENE	ENSG00000235310			80.43	
retro_hsap_4178	homo_sapiens	ENSG00000111817		9	71223986	71226897	+	KNOWN_PSEUDOGENE	ENSG00000224025	ENSG00000226337		87.51	
retro_hsap_4179	homo_sapiens	ENSG00000114391		9	72832113	72832581	+	KNOWN_PSEUDOGENE	ENSG00000236801	ENSG00000165072		92.95	
retro_hsap_4180	homo_sapiens	ENSG00000011009		9	79585237	79585532	+	KNOWN_PSEUDOGENE	ENSG00000236604			65.05	
retro_hsap_4181	homo_sapiens	ENSG00000102898		9	80195160	80195530	+	KNOWN_PSEUDOGENE	ENSG00000228248	ENSG00000156049		83.06	
retro_hsap_4182	homo_sapiens	ENSG00000130707		9	80793178	80793922	+	KNOWN_PSEUDOGENE	ENSG00000233947			83.73	
retro_hsap_4183	homo_sapiens	ENSG00000123975		9	80834035	80834270	+	KNOWN_PSEUDOGENE	ENSG00000234819			86.42	
retro_hsap_4184	homo_sapiens	ENSG00000106153		9	82006218	82006671	+	KNOWN_PSEUDOGENE	ENSG00000186940			94.04	
retro_hsap_4185	homo_sapiens	ENSG00000008988		9	84025193	84025548	+	KNOWN_PSEUDOGENE	ENSG00000228375			65	
retro_hsap_4186	homo_sapiens	ENSG00000167085		9	88513818	88514627	+	KNOWN_PSEUDOGENE	ENSG00000213711			87.08	
retro_hsap_4187	homo_sapiens	ENSG00000117399		9	89626569	89628063	+	KNOWN_PSEUDOGENE	ENSG00000231007	ENSG00000269994		93.59	
retro_hsap_4188	homo_sapiens	ENSG00000189043		9	90038637	90038805	+	KNOWN_PSEUDOGENE	ENSG00000228373			85.71	
retro_hsap_4189	homo_sapiens	ENSG00000104131		9	90356385	90356865	+	KNOWN_PSEUDOGENE	ENSG00000237747			71.78	
retro_hsap_4190	homo_sapiens	ENSG00000124614		9	90631214	90631708	+	KNOWN_PSEUDOGENE	ENSG00000217716			93.98	
retro_hsap_4191	homo_sapiens	ENSG00000170515		9	92064472	92065574	+	KNOWN_PSEUDOGENE	ENSG00000231799	ENSG00000187764		88.04	
retro_hsap_4192	homo_sapiens	ENSG00000244687		9	92087151	92087525	+	KNOWN_PSEUDOGENE	ENSG00000225460	ENSG00000187764		76.19	
retro_hsap_4193	homo_sapiens	ENSG00000122026		9	94768343	94768823	+	KNOWN_PSEUDOGENE	ENSG00000227399			86.25	
retro_hsap_4194	homo_sapiens	ENSG00000115541		9	94789841	94790103	+	KNOWN_PSEUDOGENE	ENSG00000237306			75.28	
retro_hsap_4195	homo_sapiens	ENSG00000116288		9	98680420	98680983	+	KNOWN_PSEUDOGENE	ENSG00000237631	ENSG00000182150		75.92	
retro_hsap_4196	homo_sapiens	ENSG00000063046		9	98908291	98910135	+	KNOWN_PSEUDOGENE	ENSG00000224546			93.34	
retro_hsap_4197	homo_sapiens	ENSG00000133606		9	99488629	99489522	+	KNOWN_PSEUDOGENE	ENSG00000233820			86.05	
retro_hsap_4198	homo_sapiens	ENSG00000187514		9	99672357	99672537	+	KNOWN_PSEUDOGENE	ENSG00000269907	ENSG00000196312		90	
retro_hsap_4199	homo_sapiens	ENSG00000196449		9	99717295	99717740	+	KNOWN_PSEUDOGENE	ENSG00000236745	ENSG00000196312		78.52	
retro_hsap_4200	homo_sapiens	ENSG00000187735		9	99830319	99830907	+	KNOWN_PSEUDOGENE	ENSG00000197214			76.26	
retro_hsap_4201	homo_sapiens	ENSG00000111057		9	100461203	100461865	+	KNOWN_PSEUDOGENE	ENSG00000214417			77.33	
retro_hsap_4202	homo_sapiens	ENSG00000122545		9	101369667	101370413	+	KNOWN_PSEUDOGENE	ENSG00000229897	ENSG00000136928		83.79	
retro_hsap_4203	homo_sapiens	ENSG00000170421		9	102067408	102068890	+	KNOWN_PSEUDOGENE	ENSG00000255815			84.97	
retro_hsap_4204	homo_sapiens	ENSG00000075624	ENSG00000184009,ENSG00000267807	9	103493521	103494575	+	KNOWN_PSEUDOGENE	ENSG00000237999			82.22	
retro_hsap_4205	homo_sapiens	ENSG00000174373		9	108282641	108287507	+	KNOWN_PSEUDOGENE	ENSG00000229419	ENSG00000106701		98.4	
retro_hsap_4206	homo_sapiens	ENSG00000024526		9	108521653	108523030	+	KNOWN_PSEUDOGENE	ENSG00000232486	ENSG00000095209		86.27	
retro_hsap_4207	homo_sapiens	ENSG00000169100		9	108612306	108612866	+	KNOWN_PSEUDOGENE	ENSG00000228948			63.21	
retro_hsap_4208	homo_sapiens	ENSG00000149089		9	109879109	109879835	+	KNOWN_PSEUDOGENE	ENSG00000225531			95.04	
retro_hsap_4209	homo_sapiens	ENSG00000105193		9	110296670	110296962	+	KNOWN_PSEUDOGENE	ENSG00000236005			71	
retro_hsap_4210	homo_sapiens	ENSG00000071082		9	110802493	110802870	+	KNOWN_PSEUDOGENE	ENSG00000213557			70.08	
retro_hsap_4211	homo_sapiens	ENSG00000130255		9	111389112	111389427	+	KNOWN_PSEUDOGENE	ENSG00000169253			90.48	
retro_hsap_4212	homo_sapiens	ENSG00000112739		9	117609032	117610868	+	KNOWN_PSEUDOGENE	ENSG00000229817			81.83	
retro_hsap_4213	homo_sapiens	ENSG00000101444		9	123483358	123484140	+	KNOWN_PSEUDOGENE	ENSG00000238181			80	
retro_hsap_4214	homo_sapiens	ENSG00000182628		9	125524152	125524509	+	KNOWN_PSEUDOGENE	ENSG00000232387			92.44	
retro_hsap_4215	homo_sapiens	ENSG00000111057		9	125599932	125601103	+	KNOWN_PSEUDOGENE	ENSG00000233425			77.14	
retro_hsap_4216	homo_sapiens	ENSG00000106355		9	126521496	126521686	+	KNOWN_PSEUDOGENE	ENSG00000229115	ENSG00000119522		78.79	
retro_hsap_4217	homo_sapiens	ENSG00000151665		9	126605314	126605962	+	KNOWN_PSEUDOGENE	ENSG00000234881	ENSG00000119522		73.3	
retro_hsap_4218	homo_sapiens	ENSG00000135486		9	128358189	128358904	+	KNOWN_PSEUDOGENE	ENSG00000214761	ENSG00000119487		86.61	
retro_hsap_4219	homo_sapiens	ENSG00000108298		9	133527185	133527767	+	KNOWN_PSEUDOGENE	ENSG00000232172			80.5	
retro_hsap_4220	homo_sapiens	ENSG00000156508		9	135894872	135896258	+	KNOWN_PSEUDOGENE	ENSG00000196205			99.57	
retro_hsap_4221	homo_sapiens	ENSG00000168374		9	136944025	136944565	+	KNOWN_PSEUDOGENE	ENSG00000271525			90.56	
retro_hsap_4222	homo_sapiens	ENSG00000132522		9	2875606	2875942	-	KNOWN_PSEUDOGENE	ENSG00000236496			83.04	
retro_hsap_4223	homo_sapiens	ENSG00000167863		9	2900322	2900804	-	KNOWN_PSEUDOGENE	ENSG00000229184			85.19	
retro_hsap_4224	homo_sapiens	ENSG00000083845		9	4781470	4782077	-	KNOWN_PSEUDOGENE	ENSG00000220105			77.45	
retro_hsap_4225	homo_sapiens	ENSG00000162433		9	5855785	5856146	-	KNOWN_PSEUDOGENE	ENSG00000223621			78.86	
retro_hsap_4226	homo_sapiens	ENSG00000121481		9	6669001	6669543	-	KNOWN_PSEUDOGENE	ENSG00000231381	ENSG00000236924		91.21	
retro_hsap_4227	homo_sapiens	ENSG00000101166		9	6734719	6735076	-	KNOWN_PSEUDOGENE	ENSG00000231108	ENSG00000107077		80.17	
retro_hsap_4228	homo_sapiens	ENSG00000182004		9	6748705	6748981	-	KNOWN_PSEUDOGENE	ENSG00000256968	ENSG00000107077		96.74	
retro_hsap_4229	homo_sapiens	ENSG00000174444		9	7477042	7478320	-	KNOWN_PSEUDOGENE	ENSG00000230207			94.85	
retro_hsap_4230	homo_sapiens	ENSG00000117450		9	12972844	12973437	-	KNOWN_PSEUDOGENE	ENSG00000214121			88	
retro_hsap_4231	homo_sapiens	ENSG00000134333		9	14921337	14922356	-	KNOWN_PSEUDOGENE	ENSG00000214110			91.2	
retro_hsap_4232	homo_sapiens	ENSG00000167996		9	15527133	15527681	-	KNOWN_PSEUDOGENE	ENSG00000213362			91.85	
retro_hsap_4233	homo_sapiens	ENSG00000100347		9	17447145	17448535	-	KNOWN_PSEUDOGENE	ENSG00000224488	ENSG00000044459		65.76	
retro_hsap_4234	homo_sapiens	ENSG00000127314		9	18717973	18718525	-	KNOWN_PSEUDOGENE	ENSG00000236857	ENSG00000178031		88.71	
retro_hsap_4235	homo_sapiens	ENSG00000137154		9	19200579	19201044	-	KNOWN_PSEUDOGENE	ENSG00000232176			87.1	
retro_hsap_4236	homo_sapiens	ENSG00000132475	ENSG00000163041	9	26880175	26880547	-	KNOWN_PSEUDOGENE	ENSG00000232466	ENSG00000120159		73.39	
retro_hsap_4237	homo_sapiens	ENSG00000082212		9	29825220	29826503	-	KNOWN_PSEUDOGENE	ENSG00000230097			87.18	
retro_hsap_4238	homo_sapiens	ENSG00000111057		9	30799465	30800746	-	KNOWN_PSEUDOGENE	ENSG00000226246			82.91	
retro_hsap_4239	homo_sapiens	ENSG00000005022		9	32333457	32334352	-	KNOWN_PSEUDOGENE	ENSG00000225347			83.61	
retro_hsap_4240	homo_sapiens	ENSG00000169598		9	32566225	32566976	-	KNOWN_PSEUDOGENE	ENSG00000232303	ENSG00000165264		81.42	
retro_hsap_4241	homo_sapiens	ENSG00000124562		9	32676093	32676394	-	KNOWN_PSEUDOGENE	ENSG00000238001			70.87	
retro_hsap_4242	homo_sapiens	ENSG00000142534		9	32727163	32727424	-	KNOWN_PSEUDOGENE	ENSG00000230867			68.97	
retro_hsap_4243	homo_sapiens	ENSG00000187735		9	32979626	32980397	-	KNOWN_PSEUDOGENE	ENSG00000236184	ENSG00000137074		66.16	
retro_hsap_4244	homo_sapiens	ENSG00000196976	ENSG00000269007	9	33019702	33020130	-	KNOWN_PSEUDOGENE	ENSG00000225693	ENSG00000137074		81.25	
retro_hsap_4245	homo_sapiens	ENSG00000171862		9	33675440	33676646	-	KNOWN_PSEUDOGENE	ENSG00000237984		PTENP1, PTEN-rs, PTEN2, PTENpg1, PTH2, psiPTEN	97.51	
retro_hsap_4246	homo_sapiens	ENSG00000198856		9	33968074	33968515	-	KNOWN_PSEUDOGENE	ENSG00000226801	ENSG00000137073		87.84	
retro_hsap_4247	homo_sapiens	ENSG00000106348		9	34133157	34134703	-	KNOWN_PSEUDOGENE	ENSG00000239392			88.8	
retro_hsap_4248	homo_sapiens	ENSG00000128609		9	35874809	35875094	-	KNOWN_PSEUDOGENE	ENSG00000233659			75.79	
retro_hsap_4249	homo_sapiens	ENSG00000171314		9	35943452	35943931	-	KNOWN_PSEUDOGENE	ENSG00000225639			77.64	
